DRIVER,GRAND_PRIX,SEASON,STATUS_ID,DRIVER_STATUS
Pascal Wehrlein,brazilian,2017,11,+1 Lap
Pascal Wehrlein,abu-dhabi,2017,11,+1 Lap
Rio Haryanto,australian,2016,26,Mechanical
Rio Haryanto,bahrain,2016,11,+1 Lap
Rio Haryanto,chinese,2016,11,+1 Lap
Rio Haryanto,russian,2016,4,Collision
Rio Haryanto,spanish,2016,11,+1 Lap
Rio Haryanto,monaco,2016,14,+4 Laps
Rio Haryanto,canadian,2016,12,+2 Laps
Rio Haryanto,european,2016,12,+2 Laps
Rio Haryanto,austrian,2016,11,+1 Lap
Rio Haryanto,british,2016,20,Spun off
Rio Haryanto,hungarian,2016,12,+2 Laps
Rio Haryanto,german,2016,12,+2 Laps
Stoffel Vandoorne,australian,2017,12,+2 Laps
Stoffel Vandoorne,chinese,2017,32,Fuel pressure
Stoffel Vandoorne,bahrain,2017,131,Power Unit
Stoffel Vandoorne,russian,2017,11,+1 Lap
Stoffel Vandoorne,spanish,2017,4,Collision
Stoffel Vandoorne,monaco,2017,3,Accident
Stoffel Vandoorne,canadian,2017,11,+1 Lap
Stoffel Vandoorne,azerbaijan,2017,1,Finished
Stoffel Vandoorne,austrian,2017,11,+1 Lap
Stoffel Vandoorne,british,2017,11,+1 Lap
Stoffel Vandoorne,hungarian,2017,11,+1 Lap
Stoffel Vandoorne,belgian,2017,1,Finished
Stoffel Vandoorne,italian,2017,5,Engine
Stoffel Vandoorne,singapore,2017,1,Finished
Stoffel Vandoorne,malaysian,2017,11,+1 Lap
Stoffel Vandoorne,japanese,2017,11,+1 Lap
Stoffel Vandoorne,united-states,2017,11,+1 Lap
Stoffel Vandoorne,mexican,2017,11,+1 Lap
Stoffel Vandoorne,brazilian,2017,3,Accident
Stoffel Vandoorne,abu-dhabi,2017,11,+1 Lap
Stoffel Vandoorne,australian,2018,1,Finished
Stoffel Vandoorne,bahrain,2018,11,+1 Lap
Stoffel Vandoorne,chinese,2018,1,Finished
Stoffel Vandoorne,azerbaijan,2018,1,Finished
Stoffel Vandoorne,spanish,2018,6,Gearbox
Stoffel Vandoorne,monaco,2018,11,+1 Lap
Stoffel Vandoorne,canadian,2018,12,+2 Laps
Stoffel Vandoorne,french,2018,11,+1 Lap
Stoffel Vandoorne,austrian,2018,130,Collision damage
Stoffel Vandoorne,british,2018,1,Finished
Stoffel Vandoorne,german,2018,1,Finished
Stoffel Vandoorne,hungarian,2018,6,Gearbox
Stoffel Vandoorne,belgian,2018,11,+1 Lap
Stoffel Vandoorne,italian,2018,11,+1 Lap
Stoffel Vandoorne,singapore,2018,11,+1 Lap
Stoffel Vandoorne,russian,2018,12,+2 Laps
Stoffel Vandoorne,japanese,2018,11,+1 Lap
Stoffel Vandoorne,united-states,2018,11,+1 Lap
Stoffel Vandoorne,mexican,2018,12,+2 Laps
Stoffel Vandoorne,brazilian,2018,11,+1 Lap
Stoffel Vandoorne,abu-dhabi,2018,11,+1 Lap
Stoffel Vandoorne,bahrain,2016,11,+1 Lap
Esteban Ocon,belgian,2016,11,+1 Lap
Esteban Ocon,italian,2016,12,+2 Laps
Esteban Ocon,singapore,2016,12,+2 Laps
Esteban Ocon,malaysian,2016,11,+1 Lap
Esteban Ocon,japanese,2016,11,+1 Lap
Esteban Ocon,united-states,2016,12,+2 Laps
Esteban Ocon,mexican,2016,12,+2 Laps
Esteban Ocon,brazilian,2016,1,Finished
Esteban Ocon,abu-dhabi,2016,11,+1 Lap
Esteban Ocon,australian,2017,11,+1 Lap
Esteban Ocon,chinese,2017,11,+1 Lap
Esteban Ocon,bahrain,2017,1,Finished
Esteban Ocon,russian,2017,1,Finished
Esteban Ocon,spanish,2017,11,+1 Lap
Esteban Ocon,monaco,2017,1,Finished
Esteban Ocon,canadian,2017,1,Finished
Esteban Ocon,azerbaijan,2017,1,Finished
Esteban Ocon,austrian,2017,11,+1 Lap
Esteban Ocon,british,2017,11,+1 Lap
Esteban Ocon,hungarian,2017,11,+1 Lap
Esteban Ocon,belgian,2017,1,Finished
Esteban Ocon,italian,2017,1,Finished
Esteban Ocon,singapore,2017,1,Finished
Esteban Ocon,malaysian,2017,11,+1 Lap
Esteban Ocon,japanese,2017,1,Finished
Esteban Ocon,united-states,2017,1,Finished
Esteban Ocon,mexican,2017,11,+1 Lap
Esteban Ocon,brazilian,2017,3,Accident
Esteban Ocon,abu-dhabi,2017,1,Finished
Esteban Ocon,australian,2018,1,Finished
Esteban Ocon,bahrain,2018,11,+1 Lap
Esteban Ocon,chinese,2018,1,Finished
Esteban Ocon,azerbaijan,2018,4,Collision
Esteban Ocon,spanish,2018,44,Oil leak
Esteban Ocon,monaco,2018,1,Finished
Esteban Ocon,canadian,2018,11,+1 Lap
Esteban Ocon,french,2018,4,Collision
Esteban Ocon,austrian,2018,11,+1 Lap
Esteban Ocon,british,2018,1,Finished
Esteban Ocon,german,2018,1,Finished
Esteban Ocon,hungarian,2018,11,+1 Lap
Esteban Ocon,belgian,2018,1,Finished
Esteban Ocon,italian,2018,1,Finished
Esteban Ocon,singapore,2018,4,Collision
Esteban Ocon,russian,2018,11,+1 Lap
Esteban Ocon,japanese,2018,1,Finished
Esteban Ocon,united-states,2018,2,Disqualified
Esteban Ocon,mexican,2018,12,+2 Laps
Esteban Ocon,brazilian,2018,11,+1 Lap
Esteban Ocon,abu-dhabi,2018,5,Engine
Esteban Ocon,austrian,2020,1,Finished
Esteban Ocon,styrian,2020,25,Overheating
Esteban Ocon,hungarian,2020,11,+1 Lap
Esteban Ocon,british,2020,1,Finished
Esteban Ocon,70th-anniversary,2020,1,Finished
Esteban Ocon,spanish,2020,11,+1 Lap
Esteban Ocon,belgian,2020,1,Finished
Esteban Ocon,italian,2020,1,Finished
Esteban Ocon,tuscan,2020,23,Brakes
Esteban Ocon,russian,2020,1,Finished
Esteban Ocon,pries-der-eifel,2020,6,Gearbox
Esteban Ocon,portuguese,2020,11,+1 Lap
Esteban Ocon,emilia-romagna,2020,6,Gearbox
Esteban Ocon,turkish,2020,11,+1 Lap
Esteban Ocon,bahrain,2020,1,Finished
Esteban Ocon,sakhir,2020,1,Finished
Esteban Ocon,abu-dhabi,2020,1,Finished
Esteban Ocon,qatar,2021,1,Finished
Esteban Ocon,bahrain,2021,11,+1 Lap
Esteban Ocon,emilia-romagna,2021,1,Finished
Esteban Ocon,portuguese,2021,1,Finished
Esteban Ocon,spanish,2021,11,+1 Lap
Esteban Ocon,monaco,2021,11,+1 Lap
Esteban Ocon,azerbaijan,2021,101,Turbo
Esteban Ocon,styrian,2021,11,+1 Lap
Esteban Ocon,french,2021,11,+1 Lap
Esteban Ocon,austrian,2021,4,Collision
Esteban Ocon,british,2021,1,Finished
Esteban Ocon,hungarian,2021,1,Finished
Esteban Ocon,belgian,2021,1,Finished
Esteban Ocon,dutch,2021,11,+1 Lap
Esteban Ocon,italian,2021,1,Finished
Esteban Ocon,russian,2021,11,+1 Lap
Esteban Ocon,turkish,2021,11,+1 Lap
Esteban Ocon,united-states,2021,26,Mechanical
Esteban Ocon,mexico-city,2021,11,+1 Lap
Esteban Ocon,são-paulo,2021,11,+1 Lap
Esteban Ocon,saudi-arabia,2021,1,Finished
Esteban Ocon,abu-dhabi,2021,1,Finished
Lance Stroll,australian,2017,23,Brakes
Lance Stroll,chinese,2017,4,Collision
Lance Stroll,bahrain,2017,4,Collision
Lance Stroll,russian,2017,11,+1 Lap
Lance Stroll,spanish,2017,12,+2 Laps
Lance Stroll,monaco,2017,23,Brakes
Lance Stroll,canadian,2017,11,+1 Lap
Lance Stroll,azerbaijan,2017,1,Finished
Lance Stroll,austrian,2017,11,+1 Lap
Lance Stroll,british,2017,11,+1 Lap
Lance Stroll,hungarian,2017,11,+1 Lap
Lance Stroll,belgian,2017,1,Finished
Lance Stroll,italian,2017,1,Finished
Lance Stroll,singapore,2017,1,Finished
Lance Stroll,malaysian,2017,11,+1 Lap
Lance Stroll,japanese,2017,36,Wheel
Lance Stroll,united-states,2017,11,+1 Lap
Lance Stroll,mexican,2017,11,+1 Lap
Lance Stroll,brazilian,2017,12,+2 Laps
Lance Stroll,abu-dhabi,2017,11,+1 Lap
Lance Stroll,australian,2018,1,Finished
Lance Stroll,bahrain,2018,11,+1 Lap
Lance Stroll,chinese,2018,1,Finished
Lance Stroll,azerbaijan,2018,1,Finished
Lance Stroll,spanish,2018,12,+2 Laps
Lance Stroll,monaco,2018,12,+2 Laps
Lance Stroll,canadian,2018,4,Collision
Lance Stroll,french,2018,29,Puncture
Lance Stroll,austrian,2018,12,+2 Laps
Lance Stroll,british,2018,1,Finished
Lance Stroll,german,2018,5,Engine
Lance Stroll,hungarian,2018,12,+2 Laps
Lance Stroll,belgian,2018,11,+1 Lap
Lance Stroll,italian,2018,11,+1 Lap
Lance Stroll,singapore,2018,11,+1 Lap
Lance Stroll,russian,2018,11,+1 Lap
Lance Stroll,japanese,2018,11,+1 Lap
Lance Stroll,united-states,2018,12,+2 Laps
Lance Stroll,mexican,2018,12,+2 Laps
Lance Stroll,brazilian,2018,12,+2 Laps
Lance Stroll,abu-dhabi,2018,11,+1 Lap
Lance Stroll,australian,2019,11,+1 Lap
Lance Stroll,bahrain,2019,11,+1 Lap
Lance Stroll,chinese,2019,11,+1 Lap
Lance Stroll,azerbaijan,2019,1,Finished
Lance Stroll,spanish,2019,4,Collision
Lance Stroll,monaco,2019,11,+1 Lap
Lance Stroll,canadian,2019,11,+1 Lap
Lance Stroll,french,2019,11,+1 Lap
Lance Stroll,austrian,2019,11,+1 Lap
Lance Stroll,british,2019,1,Finished
Lance Stroll,german,2019,1,Finished
Lance Stroll,hungarian,2019,12,+2 Laps
Lance Stroll,belgian,2019,1,Finished
Lance Stroll,italian,2019,11,+1 Lap
Lance Stroll,singapore,2019,1,Finished
Lance Stroll,russian,2019,1,Finished
Lance Stroll,japanese,2019,11,+1 Lap
Lance Stroll,mexican,2019,11,+1 Lap
Lance Stroll,united-states,2019,11,+1 Lap
Lance Stroll,brazilian,2019,22,Suspension
Lance Stroll,abu-dhabi,2019,23,Brakes
Lance Stroll,austrian,2020,5,Engine
Lance Stroll,styrian,2020,1,Finished
Lance Stroll,hungarian,2020,1,Finished
Lance Stroll,british,2020,1,Finished
Lance Stroll,70th-anniversary,2020,1,Finished
Lance Stroll,spanish,2020,11,+1 Lap
Lance Stroll,belgian,2020,1,Finished
Lance Stroll,italian,2020,1,Finished
Lance Stroll,tuscan,2020,29,Puncture
Lance Stroll,russian,2020,4,Collision
Lance Stroll,portuguese,2020,130,Collision damage
Lance Stroll,emilia-romagna,2020,1,Finished
Lance Stroll,turkish,2020,1,Finished
Lance Stroll,bahrain,2020,4,Collision
Lance Stroll,sakhir,2020,1,Finished
Lance Stroll,abu-dhabi,2020,1,Finished
Lance Stroll,qatar,2021,1,Finished
Lance Stroll,bahrain,2021,1,Finished
Lance Stroll,emilia-romagna,2021,1,Finished
Lance Stroll,portuguese,2021,11,+1 Lap
Lance Stroll,spanish,2021,11,+1 Lap
Lance Stroll,monaco,2021,11,+1 Lap
Lance Stroll,azerbaijan,2021,3,Accident
Lance Stroll,styrian,2021,11,+1 Lap
Lance Stroll,french,2021,1,Finished
Lance Stroll,austrian,2021,11,+1 Lap
Lance Stroll,british,2021,1,Finished
Lance Stroll,hungarian,2021,4,Collision
Lance Stroll,belgian,2021,1,Finished
Lance Stroll,dutch,2021,12,+2 Laps
Lance Stroll,italian,2021,1,Finished
Lance Stroll,russian,2021,1,Finished
Lance Stroll,turkish,2021,1,Finished
Lance Stroll,united-states,2021,11,+1 Lap
Lance Stroll,mexico-city,2021,12,+2 Laps
Lance Stroll,são-paulo,2021,130,Collision damage
Lance Stroll,saudi-arabia,2021,1,Finished
Lance Stroll,abu-dhabi,2021,11,+1 Lap
Antonio Giovinazzi,australian,2017,12,+2 Laps
Antonio Giovinazzi,chinese,2017,3,Accident
Antonio Giovinazzi,australian,2019,11,+1 Lap
Antonio Giovinazzi,bahrain,2019,1,Finished
Antonio Giovinazzi,chinese,2019,11,+1 Lap
Antonio Giovinazzi,azerbaijan,2019,11,+1 Lap
Antonio Giovinazzi,spanish,2019,1,Finished
Antonio Giovinazzi,monaco,2019,12,+2 Laps
Antonio Giovinazzi,canadian,2019,11,+1 Lap
Antonio Giovinazzi,french,2019,11,+1 Lap
Antonio Giovinazzi,austrian,2019,11,+1 Lap
Antonio Giovinazzi,british,2019,20,Spun off
Antonio Giovinazzi,german,2019,1,Finished
Antonio Giovinazzi,hungarian,2019,12,+2 Laps
Antonio Giovinazzi,belgian,2019,3,Accident
Antonio Giovinazzi,italian,2019,11,+1 Lap
Antonio Giovinazzi,singapore,2019,1,Finished
Antonio Giovinazzi,russian,2019,1,Finished
Antonio Giovinazzi,japanese,2019,11,+1 Lap
Antonio Giovinazzi,mexican,2019,11,+1 Lap
Antonio Giovinazzi,united-states,2019,11,+1 Lap
Antonio Giovinazzi,brazilian,2019,1,Finished
Antonio Giovinazzi,abu-dhabi,2019,11,+1 Lap
Antonio Giovinazzi,austrian,2020,1,Finished
Antonio Giovinazzi,styrian,2020,11,+1 Lap
Antonio Giovinazzi,hungarian,2020,11,+1 Lap
Antonio Giovinazzi,british,2020,1,Finished
Antonio Giovinazzi,70th-anniversary,2020,11,+1 Lap
Antonio Giovinazzi,spanish,2020,11,+1 Lap
Antonio Giovinazzi,belgian,2020,3,Accident
Antonio Giovinazzi,italian,2020,1,Finished
Antonio Giovinazzi,tuscan,2020,4,Collision
Antonio Giovinazzi,russian,2020,11,+1 Lap
Antonio Giovinazzi,pries-der-eifel,2020,1,Finished
Antonio Giovinazzi,portuguese,2020,11,+1 Lap
Antonio Giovinazzi,emilia-romagna,2020,1,Finished
Antonio Giovinazzi,turkish,2020,6,Gearbox
Antonio Giovinazzi,bahrain,2020,11,+1 Lap
Antonio Giovinazzi,sakhir,2020,1,Finished
Antonio Giovinazzi,abu-dhabi,2020,11,+1 Lap
Antonio Giovinazzi,qatar,2021,11,+1 Lap
Antonio Giovinazzi,bahrain,2021,11,+1 Lap
Antonio Giovinazzi,emilia-romagna,2021,11,+1 Lap
Antonio Giovinazzi,portuguese,2021,11,+1 Lap
Antonio Giovinazzi,spanish,2021,11,+1 Lap
Antonio Giovinazzi,monaco,2021,11,+1 Lap
Antonio Giovinazzi,azerbaijan,2021,1,Finished
Antonio Giovinazzi,styrian,2021,11,+1 Lap
Antonio Giovinazzi,french,2021,11,+1 Lap
Antonio Giovinazzi,austrian,2021,11,+1 Lap
Antonio Giovinazzi,british,2021,11,+1 Lap
Antonio Giovinazzi,hungarian,2021,11,+1 Lap
Antonio Giovinazzi,belgian,2021,1,Finished
Antonio Giovinazzi,dutch,2021,12,+2 Laps
Antonio Giovinazzi,italian,2021,1,Finished
Antonio Giovinazzi,russian,2021,11,+1 Lap
Antonio Giovinazzi,turkish,2021,11,+1 Lap
Antonio Giovinazzi,united-states,2021,11,+1 Lap
Antonio Giovinazzi,mexico-city,2021,11,+1 Lap
Antonio Giovinazzi,são-paulo,2021,11,+1 Lap
Antonio Giovinazzi,saudi-arabia,2021,1,Finished
Antonio Giovinazzi,abu-dhabi,2021,6,Gearbox
Pierre Gasly,malaysian,2017,11,+1 Lap
Pierre Gasly,japanese,2017,11,+1 Lap
Pierre Gasly,mexican,2017,11,+1 Lap
Pierre Gasly,brazilian,2017,11,+1 Lap
Pierre Gasly,abu-dhabi,2017,11,+1 Lap
Pierre Gasly,australian,2018,5,Engine
Pierre Gasly,bahrain,2018,1,Finished
Pierre Gasly,chinese,2018,1,Finished
Pierre Gasly,azerbaijan,2018,1,Finished
Pierre Gasly,spanish,2018,4,Collision
Pierre Gasly,monaco,2018,1,Finished
Pierre Gasly,canadian,2018,11,+1 Lap
Pierre Gasly,french,2018,4,Collision
Pierre Gasly,austrian,2018,11,+1 Lap
Pierre Gasly,british,2018,1,Finished
Pierre Gasly,german,2018,11,+1 Lap
Pierre Gasly,hungarian,2018,1,Finished
Pierre Gasly,belgian,2018,1,Finished
Pierre Gasly,italian,2018,11,+1 Lap
Pierre Gasly,singapore,2018,11,+1 Lap
Pierre Gasly,russian,2018,23,Brakes
Pierre Gasly,japanese,2018,11,+1 Lap
Pierre Gasly,united-states,2018,11,+1 Lap
Pierre Gasly,mexican,2018,12,+2 Laps
Pierre Gasly,brazilian,2018,11,+1 Lap
Pierre Gasly,abu-dhabi,2018,5,Engine
Pierre Gasly,australian,2019,11,+1 Lap
Pierre Gasly,bahrain,2019,1,Finished
Pierre Gasly,chinese,2019,1,Finished
Pierre Gasly,azerbaijan,2019,7,Transmission
Pierre Gasly,spanish,2019,1,Finished
Pierre Gasly,monaco,2019,1,Finished
Pierre Gasly,canadian,2019,11,+1 Lap
Pierre Gasly,french,2019,11,+1 Lap
Pierre Gasly,austrian,2019,11,+1 Lap
Pierre Gasly,british,2019,1,Finished
Pierre Gasly,german,2019,4,Collision
Pierre Gasly,hungarian,2019,11,+1 Lap
Pierre Gasly,belgian,2019,1,Finished
Pierre Gasly,italian,2019,11,+1 Lap
Pierre Gasly,singapore,2019,1,Finished
Pierre Gasly,russian,2019,1,Finished
Pierre Gasly,japanese,2019,11,+1 Lap
Pierre Gasly,mexican,2019,11,+1 Lap
Pierre Gasly,united-states,2019,22,Suspension
Pierre Gasly,brazilian,2019,1,Finished
Pierre Gasly,abu-dhabi,2019,12,+2 Laps
Pierre Gasly,austrian,2020,1,Finished
Pierre Gasly,styrian,2020,11,+1 Lap
Pierre Gasly,hungarian,2020,5,Engine
Pierre Gasly,british,2020,1,Finished
Pierre Gasly,70th-anniversary,2020,1,Finished
Pierre Gasly,spanish,2020,11,+1 Lap
Pierre Gasly,belgian,2020,1,Finished
Pierre Gasly,italian,2020,1,Finished
Pierre Gasly,tuscan,2020,4,Collision
Pierre Gasly,russian,2020,1,Finished
Pierre Gasly,pries-der-eifel,2020,1,Finished
Pierre Gasly,portuguese,2020,11,+1 Lap
Pierre Gasly,emilia-romagna,2020,34,Water pressure
Pierre Gasly,turkish,2020,11,+1 Lap
Pierre Gasly,bahrain,2020,1,Finished
Pierre Gasly,sakhir,2020,1,Finished
Pierre Gasly,abu-dhabi,2020,1,Finished
Pierre Gasly,qatar,2021,11,+1 Lap
Pierre Gasly,bahrain,2021,31,Retired
Pierre Gasly,emilia-romagna,2021,1,Finished
Pierre Gasly,portuguese,2021,1,Finished
Pierre Gasly,spanish,2021,11,+1 Lap
Pierre Gasly,monaco,2021,1,Finished
Pierre Gasly,azerbaijan,2021,1,Finished
Pierre Gasly,styrian,2021,4,Collision
Pierre Gasly,french,2021,1,Finished
Pierre Gasly,austrian,2021,1,Finished
Pierre Gasly,british,2021,1,Finished
Pierre Gasly,hungarian,2021,1,Finished
Pierre Gasly,belgian,2021,1,Finished
Pierre Gasly,dutch,2021,11,+1 Lap
Pierre Gasly,italian,2021,22,Suspension
Pierre Gasly,russian,2021,11,+1 Lap
Pierre Gasly,turkish,2021,1,Finished
Pierre Gasly,united-states,2021,22,Suspension
Pierre Gasly,mexico-city,2021,1,Finished
Pierre Gasly,são-paulo,2021,11,+1 Lap
Pierre Gasly,saudi-arabia,2021,1,Finished
Pierre Gasly,abu-dhabi,2021,1,Finished
Brendon Hartley,mexican,2017,5,Engine
Brendon Hartley,brazilian,2017,5,Engine
Brendon Hartley,abu-dhabi,2017,11,+1 Lap
Brendon Hartley,australian,2018,11,+1 Lap
Brendon Hartley,bahrain,2018,11,+1 Lap
Brendon Hartley,chinese,2018,130,Collision damage
Brendon Hartley,azerbaijan,2018,1,Finished
Brendon Hartley,spanish,2018,12,+2 Laps
Brendon Hartley,monaco,2018,4,Collision
Brendon Hartley,canadian,2018,4,Collision
Brendon Hartley,french,2018,11,+1 Lap
Brendon Hartley,austrian,2018,9,Hydraulics
Brendon Hartley,british,2018,131,Power Unit
Brendon Hartley,german,2018,1,Finished
Brendon Hartley,hungarian,2018,11,+1 Lap
Brendon Hartley,belgian,2018,11,+1 Lap
Brendon Hartley,italian,2018,23,Brakes
Brendon Hartley,singapore,2018,11,+1 Lap
Brendon Hartley,russian,2018,23,Brakes
Brendon Hartley,japanese,2018,11,+1 Lap
Brendon Hartley,united-states,2018,11,+1 Lap
Brendon Hartley,mexican,2018,12,+2 Laps
Brendon Hartley,brazilian,2018,11,+1 Lap
Brendon Hartley,abu-dhabi,2018,11,+1 Lap
Brendon Hartley,united-states,2017,11,+1 Lap
Charles Leclerc,australian,2018,1,Finished
Charles Leclerc,bahrain,2018,11,+1 Lap
Charles Leclerc,chinese,2018,1,Finished
Charles Leclerc,azerbaijan,2018,1,Finished
Charles Leclerc,spanish,2018,12,+2 Laps
Charles Leclerc,monaco,2018,4,Collision
Charles Leclerc,canadian,2018,11,+1 Lap
Charles Leclerc,french,2018,1,Finished
Charles Leclerc,austrian,2018,11,+1 Lap
Charles Leclerc,british,2018,27,Tyre
Charles Leclerc,german,2018,11,+1 Lap
Charles Leclerc,hungarian,2018,22,Suspension
Charles Leclerc,belgian,2018,3,Accident
Charles Leclerc,italian,2018,11,+1 Lap
Charles Leclerc,singapore,2018,11,+1 Lap
Charles Leclerc,russian,2018,1,Finished
Charles Leclerc,japanese,2018,26,Mechanical
Charles Leclerc,united-states,2018,130,Collision damage
Charles Leclerc,mexican,2018,12,+2 Laps
Charles Leclerc,brazilian,2018,1,Finished
Charles Leclerc,abu-dhabi,2018,1,Finished
Charles Leclerc,australian,2019,1,Finished
Charles Leclerc,bahrain,2019,1,Finished
Charles Leclerc,chinese,2019,1,Finished
Charles Leclerc,azerbaijan,2019,1,Finished
Charles Leclerc,spanish,2019,1,Finished
Charles Leclerc,monaco,2019,4,Collision
Charles Leclerc,canadian,2019,1,Finished
Charles Leclerc,french,2019,1,Finished
Charles Leclerc,austrian,2019,1,Finished
Charles Leclerc,british,2019,1,Finished
Charles Leclerc,german,2019,3,Accident
Charles Leclerc,hungarian,2019,1,Finished
Charles Leclerc,belgian,2019,1,Finished
Charles Leclerc,italian,2019,1,Finished
Charles Leclerc,singapore,2019,1,Finished
Charles Leclerc,russian,2019,1,Finished
Charles Leclerc,japanese,2019,11,+1 Lap
Charles Leclerc,mexican,2019,1,Finished
Charles Leclerc,united-states,2019,1,Finished
Charles Leclerc,brazilian,2019,4,Collision
Charles Leclerc,abu-dhabi,2019,1,Finished
Charles Leclerc,austrian,2020,1,Finished
Charles Leclerc,styrian,2020,130,Collision damage
Charles Leclerc,hungarian,2020,11,+1 Lap
Charles Leclerc,british,2020,1,Finished
Charles Leclerc,70th-anniversary,2020,1,Finished
Charles Leclerc,spanish,2020,40,Electronics
Charles Leclerc,belgian,2020,1,Finished
Charles Leclerc,italian,2020,3,Accident
Charles Leclerc,tuscan,2020,1,Finished
Charles Leclerc,russian,2020,1,Finished
Charles Leclerc,pries-der-eifel,2020,1,Finished
Charles Leclerc,portuguese,2020,1,Finished
Charles Leclerc,emilia-romagna,2020,1,Finished
Charles Leclerc,turkish,2020,1,Finished
Charles Leclerc,bahrain,2020,11,+1 Lap
Charles Leclerc,sakhir,2020,4,Collision
Charles Leclerc,abu-dhabi,2020,11,+1 Lap
Charles Leclerc,qatar,2021,1,Finished
Charles Leclerc,bahrain,2021,1,Finished
Charles Leclerc,emilia-romagna,2021,1,Finished
Charles Leclerc,portuguese,2021,1,Finished
Charles Leclerc,spanish,2021,1,Finished
Charles Leclerc,monaco,2021,30,Driveshaft
Charles Leclerc,azerbaijan,2021,1,Finished
Charles Leclerc,styrian,2021,11,+1 Lap
Charles Leclerc,french,2021,11,+1 Lap
Charles Leclerc,austrian,2021,1,Finished
Charles Leclerc,british,2021,1,Finished
Charles Leclerc,hungarian,2021,4,Collision
Charles Leclerc,belgian,2021,1,Finished
Charles Leclerc,dutch,2021,11,+1 Lap
Charles Leclerc,italian,2021,1,Finished
Charles Leclerc,russian,2021,11,+1 Lap
Charles Leclerc,turkish,2021,1,Finished
Charles Leclerc,united-states,2021,1,Finished
Charles Leclerc,mexico-city,2021,1,Finished
Charles Leclerc,são-paulo,2021,1,Finished
Charles Leclerc,saudi-arabia,2021,1,Finished
Charles Leclerc,abu-dhabi,2021,1,Finished
Sergey Sirotkin,australian,2018,23,Brakes
Sergey Sirotkin,bahrain,2018,11,+1 Lap
Sergey Sirotkin,chinese,2018,1,Finished
Sergey Sirotkin,azerbaijan,2018,4,Collision
Sergey Sirotkin,spanish,2018,13,+3 Laps
Sergey Sirotkin,monaco,2018,11,+1 Lap
Sergey Sirotkin,canadian,2018,12,+2 Laps
Sergey Sirotkin,french,2018,11,+1 Lap
Sergey Sirotkin,austrian,2018,12,+2 Laps
Sergey Sirotkin,british,2018,1,Finished
Sergey Sirotkin,german,2018,5,Engine
Sergey Sirotkin,hungarian,2018,12,+2 Laps
Sergey Sirotkin,belgian,2018,11,+1 Lap
Sergey Sirotkin,italian,2018,11,+1 Lap
Sergey Sirotkin,singapore,2018,12,+2 Laps
Sergey Sirotkin,russian,2018,12,+2 Laps
Sergey Sirotkin,japanese,2018,11,+1 Lap
Sergey Sirotkin,united-states,2018,11,+1 Lap
Sergey Sirotkin,mexican,2018,12,+2 Laps
Sergey Sirotkin,brazilian,2018,12,+2 Laps
Sergey Sirotkin,abu-dhabi,2018,11,+1 Lap
Lando Norris,australian,2019,11,+1 Lap
Lando Norris,bahrain,2019,1,Finished
Lando Norris,chinese,2019,4,Collision
Lando Norris,azerbaijan,2019,1,Finished
Lando Norris,spanish,2019,4,Collision
Lando Norris,monaco,2019,1,Finished
Lando Norris,canadian,2019,22,Suspension
Lando Norris,french,2019,11,+1 Lap
Lando Norris,austrian,2019,11,+1 Lap
Lando Norris,british,2019,1,Finished
Lando Norris,german,2019,75,Power loss
Lando Norris,hungarian,2019,11,+1 Lap
Lando Norris,belgian,2019,5,Engine
Lando Norris,italian,2019,11,+1 Lap
Lando Norris,singapore,2019,1,Finished
Lando Norris,russian,2019,1,Finished
Lando Norris,japanese,2019,11,+1 Lap
Lando Norris,mexican,2019,54,Withdrew
Lando Norris,united-states,2019,1,Finished
Lando Norris,brazilian,2019,1,Finished
Lando Norris,abu-dhabi,2019,11,+1 Lap
Lando Norris,austrian,2020,1,Finished
Lando Norris,styrian,2020,1,Finished
Lando Norris,hungarian,2020,11,+1 Lap
Lando Norris,british,2020,1,Finished
Lando Norris,70th-anniversary,2020,1,Finished
Lando Norris,spanish,2020,11,+1 Lap
Lando Norris,belgian,2020,1,Finished
Lando Norris,italian,2020,1,Finished
Lando Norris,tuscan,2020,1,Finished
Lando Norris,russian,2020,11,+1 Lap
Lando Norris,pries-der-eifel,2020,131,Power Unit
Lando Norris,portuguese,2020,11,+1 Lap
Lando Norris,emilia-romagna,2020,1,Finished
Lando Norris,turkish,2020,1,Finished
Lando Norris,bahrain,2020,1,Finished
Lando Norris,sakhir,2020,1,Finished
Lando Norris,abu-dhabi,2020,1,Finished
Lando Norris,qatar,2021,11,+1 Lap
Lando Norris,bahrain,2021,1,Finished
Lando Norris,emilia-romagna,2021,1,Finished
Lando Norris,portuguese,2021,1,Finished
Lando Norris,spanish,2021,11,+1 Lap
Lando Norris,monaco,2021,1,Finished
Lando Norris,azerbaijan,2021,1,Finished
Lando Norris,styrian,2021,11,+1 Lap
Lando Norris,french,2021,1,Finished
Lando Norris,austrian,2021,1,Finished
Lando Norris,british,2021,1,Finished
Lando Norris,hungarian,2021,4,Collision
Lando Norris,belgian,2021,1,Finished
Lando Norris,dutch,2021,11,+1 Lap
Lando Norris,italian,2021,1,Finished
Lando Norris,russian,2021,1,Finished
Lando Norris,turkish,2021,1,Finished
Lando Norris,united-states,2021,1,Finished
Lando Norris,mexico-city,2021,11,+1 Lap
Lando Norris,são-paulo,2021,11,+1 Lap
Lando Norris,saudi-arabia,2021,1,Finished
